Codepoint,Property,Status,Description
FE67,UNASSIGNED,,<RESERVED>
FE68-FE6B,DISALLOWED,,SMALL REVERSE SOLIDUS..SMALL COMMERCIAL AT
FE6C-FE6F,UNASSIGNED,,<RESERVED>..<RESERVED>
FE70-FE72,DISALLOWED,,ARABIC FATHATAN ISOLATED FORM..ARABIC DAMMATAN ISOLATED FORM
FE73,PVALID,,ARABIC TAIL FRAGMENT
FE74,DISALLOWED,,ARABIC KASRATAN ISOLATED FORM
FE75,UNASSIGNED,,<RESERVED>
FE76-FEFC,DISALLOWED,,ARABIC FATHA ISOLATED FORM..ARABIC LIGATURE LAM WITH ALEF FINAL FORM
FEFD-FEFE,UNASSIGNED,,<RESERVED>..<RESERVED>
FEFF,DISALLOWED,,ZERO WIDTH NO-BREAK SPACE
FF00,UNASSIGNED,,<RESERVED>
FF01-FFBE,DISALLOWED,,FULLWIDTH EXCLAMATION MARK..HALFWIDTH HANGUL LETTER HIEUH
FFBF-FFC1,UNASSIGNED,,<RESERVED>..<RESERVED>
FFC2-FFC7,DISALLOWED,,HALFWIDTH HANGUL LETTER A..HALFWIDTH HANGUL LETTER E
FFC8-FFC9,UNASSIGNED,,<RESERVED>..<RESERVED>
FFCA-FFCF,DISALLOWED,,HALFWIDTH HANGUL LETTER YEO..HALFWIDTH HANGUL LETTER OE
FFD0-FFD1,UNASSIGNED,,<RESERVED>..<RESERVED>
FFD2-FFD7,DISALLOWED,,HALFWIDTH HANGUL LETTER YO..HALFWIDTH HANGUL LETTER YU
FFD8-FFD9,UNASSIGNED,,<RESERVED>..<RESERVED>
FFDA-FFDC,DISALLOWED,,HALFWIDTH HANGUL LETTER EU..HALFWIDTH HANGUL LETTER I
FFDD-FFDF,UNASSIGNED,,<RESERVED>..<RESERVED>
FFE0-FFE6,DISALLOWED,,FULLWIDTH CENT SIGN..FULLWIDTH WON SIGN
FFE7,UNASSIGNED,,<RESERVED>
FFE8-FFEE,DISALLOWED,,HALFWIDTH FORMS LIGHT VERTICAL..HALFWIDTH WHITE CIRCLE
FFEF-FFF8,UNASSIGNED,,<RESERVED>..<RESERVED>
FFF9-FFFF,DISALLOWED,,INTERLINEAR ANNOTATION ANCHOR..<NOT A CHARACTER>
10000-1000B,PVALID,,LINEAR B SYLLABLE B008 A..LINEAR B SYLLABLE B046 JE
1000C,UNASSIGNED,,<RESERVED>
1000D-10026,PVALID,,LINEAR B SYLLABLE B036 JO..LINEAR B SYLLABLE B032 QO
10027,UNASSIGNED,,<RESERVED>
10028-1003A,PVALID,,LINEAR B SYLLABLE B060 RA..LINEAR B SYLLABLE B042 WO
1003B,UNASSIGNED,,<RESERVED>
1003C-1003D,PVALID,,LINEAR B SYLLABLE B017 ZA..LINEAR B SYLLABLE B074 ZE
1003E,UNASSIGNED,,<RESERVED>
1003F-1004D,PVALID,,LINEAR B SYLLABLE B020 ZO..LINEAR B SYLLABLE B091 TWO
1004E-1004F,UNASSIGNED,,<RESERVED>..<RESERVED>
10050-1005D,PVALID,,LINEAR B SYMBOL B018..LINEAR B SYMBOL B089
1005E-1007F,UNASSIGNED,,<RESERVED>..<RESERVED>
10080-100FA,PVALID,,LINEAR B IDEOGRAM B100 MAN..LINEAR B IDEOGRAM VESSEL B305
100FB-100FF,UNASSIGNED,,<RESERVED>..<RESERVED>
10100-10102,DISALLOWED,,AEGEAN WORD SEPARATOR LINE..AEGEAN CHECK MARK
10103-10106,UNASSIGNED,,<RESERVED>..<RESERVED>
10107-10133,DISALLOWED,,AEGEAN NUMBER ONE..AEGEAN NUMBER NINETY THOUSAND
10134-10136,UNASSIGNED,,<RESERVED>..<RESERVED>
10137-1018E,DISALLOWED,,AEGEAN WEIGHT BASE UNIT..NOMISMA SIGN
1018F,UNASSIGNED,,<RESERVED>
10190-1019B,DISALLOWED,,ROMAN SEXTANS SIGN..ROMAN CENTURIAL SIGN
1019C-1019F,UNASSIGNED,,<RESERVED>..<RESERVED>
101A0,DISALLOWED,,GREEK SYMBOL TAU RHO
101A1-101CF,UNASSIGNED,,<RESERVED>..<RESERVED>
101D0-101FC,DISALLOWED,,PHAISTOS DISC SIGN PEDESTRIAN..PHAISTOS DISC SIGN WAVY BAND
101FD,PVALID,,PHAISTOS DISC SIGN COMBINING OBLIQUE STROKE
101FE-1027F,UNASSIGNED,,<RESERVED>..<RESERVED>
10280-1029C,PVALID,,LYCIAN LETTER A..LYCIAN LETTER X
1029D-1029F,UNASSIGNED,,<RESERVED>..<RESERVED>
102A0-102D0,PVALID,,CARIAN LETTER A..CARIAN LETTER UUU3
102D1-102DF,UNASSIGNED,,<RESERVED>..<RESERVED>
102E0,PVALID,,COPTIC EPACT THOUSANDS MARK
102E1-102FB,DISALLOWED,,COPTIC EPACT DIGIT ONE..COPTIC EPACT NUMBER NINE HUNDRED
102FC-102FF,UNASSIGNED,,<RESERVED>..<RESERVED>
10300-1031F,PVALID,,OLD ITALIC LETTER A..OLD ITALIC LETTER ESS
10320-10323,DISALLOWED,,OLD ITALIC NUMERAL ONE..OLD ITALIC NUMERAL FIFTY
10324-1032C,UNASSIGNED,,<RESERVED>..<RESERVED>
1032D-10340,PVALID,,OLD ITALIC LETTER YE..GOTHIC LETTER PAIRTHRA
10341,DISALLOWED,,GOTHIC LETTER NINETY
10342-10349,PVALID,,GOTHIC LETTER RAIDA..GOTHIC LETTER OTHAL
1034A,DISALLOWED,,GOTHIC LETTER NINE HUNDRED
1034B-1034F,UNASSIGNED,,<RESERVED>..<RESERVED>
10350-1037A,PVALID,,OLD PERMIC LETTER AN..COMBINING OLD PERMIC LETTER SII
1037B-1037F,UNASSIGNED,,<RESERVED>..<RESERVED>
10380-1039D,PVALID,,UGARITIC LETTER ALPA..UGARITIC LETTER SSU
1039E,UNASSIGNED,,<RESERVED>
1039F,DISALLOWED,,UGARITIC WORD DIVIDER
103A0-103C3,PVALID,,OLD PERSIAN SIGN A..OLD PERSIAN SIGN HA
103C4-103C7,UNASSIGNED,,<RESERVED>..<RESERVED>
103C8-103CF,PVALID,,OLD PERSIAN SIGN AURAMAZDAA..OLD PERSIAN SIGN BUUMISH
103D0-103D5,DISALLOWED,,OLD PERSIAN WORD DIVIDER..OLD PERSIAN NUMBER HUNDRED
103D6-103FF,UNASSIGNED,,<RESERVED>..<RESERVED>
10400-10427,DISALLOWED,,DESERET CAPITAL LETTER LONG I..DESERET CAPITAL LETTER EW
10428-1049D,PVALID,,DESERET SMALL LETTER LONG I..OSMANYA LETTER OO
1049E-1049F,UNASSIGNED,,<RESERVED>..<RESERVED>
104A0-104A9,PVALID,,OSMANYA DIGIT ZERO..OSMANYA DIGIT NINE
104AA-104AF,UNASSIGNED,,<RESERVED>..<RESERVED>
104B0-104D3,DISALLOWED,,OSAGE CAPITAL LETTER A..OSAGE CAPITAL LETTER ZHA
104D4-104D7,UNASSIGNED,,<RESERVED>..<RESERVED>
104D8-104FB,PVALID,,OSAGE SMALL LETTER A..OSAGE SMALL LETTER ZHA
104FC-104FF,UNASSIGNED,,<RESERVED>..<RESERVED>
10500-10527,PVALID,,ELBASAN LETTER A..ELBASAN LETTER KHE
10528-1052F,UNASSIGNED,,<RESERVED>..<RESERVED>
10530-10563,PVALID,,CAUCASIAN ALBANIAN LETTER ALT..CAUCASIAN ALBANIAN LETTER KIW
10564-1056E,UNASSIGNED,,<RESERVED>..<RESERVED>
1056F,DISALLOWED,,CAUCASIAN ALBANIAN CITATION MARK
10570-105FF,UNASSIGNED,,<RESERVED>..<RESERVED>
10600-10736,PVALID,,LINEAR A SIGN AB001..LINEAR A SIGN A664
10737-1073F,UNASSIGNED,,<RESERVED>..<RESERVED>
10740-10755,PVALID,,LINEAR A SIGN A701 A..LINEAR A SIGN A732 JE
10756-1075F,UNASSIGNED,,<RESERVED>..<RESERVED>
10760-10767,PVALID,,LINEAR A SIGN A800..LINEAR A SIGN A807
10768-107FF,UNASSIGNED,,<RESERVED>..<RESERVED>
10800-10805,PVALID,,CYPRIOT SYLLABLE A..CYPRIOT SYLLABLE JA
10806-10807,UNASSIGNED,,<RESERVED>..<RESERVED>
10808,PVALID,,CYPRIOT SYLLABLE JO
10809,UNASSIGNED,,<RESERVED>
1080A-10835,PVALID,,CYPRIOT SYLLABLE KA..CYPRIOT SYLLABLE WO
10836,UNASSIGNED,,<RESERVED>
10837-10838,PVALID,,CYPRIOT SYLLABLE XA..CYPRIOT SYLLABLE XE
10839-1083B,UNASSIGNED,,<RESERVED>..<RESERVED>
1083C,PVALID,,CYPRIOT SYLLABLE ZA
1083D-1083E,UNASSIGNED,,<RESERVED>..<RESERVED>
1083F-10855,PVALID,,CYPRIOT SYLLABLE ZO..IMPERIAL ARAMAIC LETTER TAW
10856,UNASSIGNED,,<RESERVED>
10857-1085F,DISALLOWED,,IMPERIAL ARAMAIC SECTION SIGN..IMPERIAL ARAMAIC NUMBER TEN THOUSAND
10860-10876,PVALID,,PALMYRENE LETTER ALEPH..PALMYRENE LETTER TAW
10877-1087F,DISALLOWED,,PALMYRENE LEFT-POINTING FLEURON..PALMYRENE NUMBER TWENTY
10880-1089E,PVALID,,NABATAEAN LETTER FINAL ALEPH..NABATAEAN LETTER TAW
1089F-108A6,UNASSIGNED,,<RESERVED>..<RESERVED>
108A7-108AF,DISALLOWED,,NABATAEAN NUMBER ONE..NABATAEAN NUMBER ONE HUNDRED
108B0-108DF,UNASSIGNED,,<RESERVED>..<RESERVED>
108E0-108F2,PVALID,,HATRAN LETTER ALEPH..HATRAN LETTER QOPH
108F3,UNASSIGNED,,<RESERVED>
108F4-108F5,PVALID,,HATRAN LETTER SHIN..HATRAN LETTER TAW
108F6-108FA,UNASSIGNED,,<RESERVED>..<RESERVED>
108FB-108FF,DISALLOWED,,HATRAN NUMBER ONE..HATRAN NUMBER ONE HUNDRED
10900-10915,PVALID,,PHOENICIAN LETTER ALF..PHOENICIAN LETTER TAU
10916-1091B,DISALLOWED,,PHOENICIAN NUMBER ONE..PHOENICIAN NUMBER THREE
1091C-1091E,UNASSIGNED,,<RESERVED>..<RESERVED>
1091F,DISALLOWED,,PHOENICIAN WORD SEPARATOR
10920-10939,PVALID,,LYDIAN LETTER A..LYDIAN LETTER C
1093A-1093E,UNASSIGNED,,<RESERVED>..<RESERVED>
1093F,DISALLOWED,,LYDIAN TRIANGULAR MARK
10940-1097F,UNASSIGNED,,<RESERVED>..<RESERVED>
10980-109B7,PVALID,,MEROITIC HIEROGLYPHIC LETTER A..MEROITIC CURSIVE LETTER DA
109B8-109BB,UNASSIGNED,,<RESERVED>..<RESERVED>
109BC-109BD,DISALLOWED,,MEROITIC CURSIVE FRACTION ELEVEN TWELFTHS..MEROITIC CURSIVE FRACTION ONE HALF
109BE-109BF,PVALID,,MEROITIC CURSIVE LOGOGRAM RMT..MEROITIC CURSIVE LOGOGRAM IMN
109C0-109CF,DISALLOWED,,MEROITIC CURSIVE NUMBER ONE..MEROITIC CURSIVE NUMBER SEVENTY
109D0-109D1,UNASSIGNED,,<RESERVED>..<RESERVED>
109D2-109FF,DISALLOWED,,MEROITIC CURSIVE NUMBER ONE HUNDRED..MEROITIC CURSIVE FRACTION TEN TWELFTHS
10A00-10A03,PVALID,,KHAROSHTHI LETTER A..KHAROSHTHI VOWEL SIGN VOCALIC R
10A04,UNASSIGNED,,<RESERVED>
10A05-10A06,PVALID,,KHAROSHTHI VOWEL SIGN E..KHAROSHTHI VOWEL SIGN O
10A07-10A0B,UNASSIGNED,,<RESERVED>..<RESERVED>
10A0C-10A13,PVALID,,KHAROSHTHI VOWEL LENGTH MARK..KHAROSHTHI LETTER GHA
10A14,UNASSIGNED,,<RESERVED>
10A15-10A17,PVALID,,KHAROSHTHI LETTER CA..KHAROSHTHI LETTER JA
10A18,UNASSIGNED,,<RESERVED>
10A19-10A35,PVALID,,KHAROSHTHI LETTER NYA..KHAROSHTHI LETTER VHA
10A36-10A37,UNASSIGNED,,<RESERVED>..<RESERVED>
10A38-10A3A,PVALID,,KHAROSHTHI SIGN BAR ABOVE..KHAROSHTHI SIGN DOT BELOW
10A3B-10A3E,UNASSIGNED,,<RESERVED>..<RESERVED>
10A3F,PVALID,,KHAROSHTHI VIRAMA
10A40-10A48,DISALLOWED,,KHAROSHTHI DIGIT ONE..KHAROSHTHI FRACTION ONE HALF
10A49-10A4F,UNASSIGNED,,<RESERVED>..<RESERVED>
10A50-10A58,DISALLOWED,,KHAROSHTHI PUNCTUATION DOT..KHAROSHTHI PUNCTUATION LINES
10A59-10A5F,UNASSIGNED,,<RESERVED>..<RESERVED>
10A60-10A7C,PVALID,,OLD SOUTH ARABIAN LETTER HE..OLD SOUTH ARABIAN LETTER THETH
10A7D-10A7F,DISALLOWED,,OLD SOUTH ARABIAN NUMBER ONE..OLD SOUTH ARABIAN NUMERIC INDICATOR
10A80-10A9C,PVALID,,OLD NORTH ARABIAN LETTER HEH..OLD NORTH ARABIAN LETTER ZAH
10A9D-10A9F,DISALLOWED,,OLD NORTH ARABIAN NUMBER ONE..OLD NORTH ARABIAN NUMBER TWENTY
10AA0-10ABF,UNASSIGNED,,<RESERVED>..<RESERVED>
10AC0-10AC7,PVALID,,MANICHAEAN LETTER ALEPH..MANICHAEAN LETTER WAW
10AC8,DISALLOWED,,MANICHAEAN SIGN UD
10AC9-10AE6,PVALID,,MANICHAEAN LETTER ZAYIN..MANICHAEAN ABBREVIATION MARK BELOW
10AE7-10AEA,UNASSIGNED,,<RESERVED>..<RESERVED>
10AEB-10AF6,DISALLOWED,,MANICHAEAN NUMBER ONE..MANICHAEAN PUNCTUATION LINE FILLER
10AF7-10AFF,UNASSIGNED,,<RESERVED>..<RESERVED>
10B00-10B35,PVALID,,AVESTAN LETTER A..AVESTAN LETTER HE
10B36-10B38,UNASSIGNED,,<RESERVED>..<RESERVED>
10B39-10B3F,DISALLOWED,,AVESTAN ABBREVIATION MARK..LARGE ONE RING OVER TWO RINGS PUNCTUATION
10B40-10B55,PVALID,,INSCRIPTIONAL PARTHIAN LETTER ALEPH..INSCRIPTIONAL PARTHIAN LETTER TAW
10B56-10B57,UNASSIGNED,,<RESERVED>..<RESERVED>
10B58-10B5F,DISALLOWED,,INSCRIPTIONAL PARTHIAN NUMBER ONE..INSCRIPTIONAL PARTHIAN NUMBER ONE THOUSAND
10B60-10B72,PVALID,,INSCRIPTIONAL PAHLAVI LETTER ALEPH..INSCRIPTIONAL PAHLAVI LETTER TAW
10B73-10B77,UNASSIGNED,,<RESERVED>..<RESERVED>
10B78-10B7F,DISALLOWED,,INSCRIPTIONAL PAHLAVI NUMBER ONE..INSCRIPTIONAL PAHLAVI NUMBER ONE THOUSAND
10B80-10B91,PVALID,,PSALTER PAHLAVI LETTER ALEPH..PSALTER PAHLAVI LETTER TAW
10B92-10B98,UNASSIGNED,,<RESERVED>..<RESERVED>
10B99-10B9C,DISALLOWED,,PSALTER PAHLAVI SECTION MARK..PSALTER PAHLAVI FOUR DOTS WITH DOT
10B9D-10BA8,UNASSIGNED,,<RESERVED>..<RESERVED>
10BA9-10BAF,DISALLOWED,,PSALTER PAHLAVI NUMBER ONE..PSALTER PAHLAVI NUMBER ONE HUNDRED
10BB0-10BFF,UNASSIGNED,,<RESERVED>..<RESERVED>
10C00-10C48,PVALID,,OLD TURKIC LETTER ORKHON A..OLD TURKIC LETTER ORKHON BASH
10C49-10C7F,UNASSIGNED,,<RESERVED>..<RESERVED>
10C80-10CB2,DISALLOWED,,OLD HUNGARIAN CAPITAL LETTER A..OLD HUNGARIAN CAPITAL LETTER US
10CB3-10CBF,UNASSIGNED,,<RESERVED>..<RESERVED>
10CC0-10CF2,PVALID,,OLD HUNGARIAN SMALL LETTER A..OLD HUNGARIAN SMALL LETTER US
10CF3-10CF9,UNASSIGNED,,<RESERVED>..<RESERVED>
10CFA-10CFF,DISALLOWED,,OLD HUNGARIAN NUMBER ONE..OLD HUNGARIAN NUMBER ONE THOUSAND
10D00-10D27,PVALID,,HANIFI ROHINGYA LETTER A..HANIFI ROHINGYA SIGN TASSI
10D28-10D2F,UNASSIGNED,,<RESERVED>..<RESERVED>
10D30-10D39,PVALID,,HANIFI ROHINGYA DIGIT ZERO..HANIFI ROHINGYA DIGIT NINE
10D3A-10E5F,UNASSIGNED,,<RESERVED>..<RESERVED>
10E60-10E7E,DISALLOWED,,RUMI DIGIT ONE..RUMI FRACTION TWO THIRDS
10E7F-10EFF,UNASSIGNED,,<RESERVED>..<RESERVED>
10F00-10F1C,PVALID,,OLD SOGDIAN LETTER ALEPH..OLD SOGDIAN LETTER FINAL TAW WITH VERTICAL TAIL
10F1D-10F26,DISALLOWED,,OLD SOGDIAN NUMBER ONE..OLD SOGDIAN FRACTION ONE HALF
10F27,PVALID,,OLD SOGDIAN LIGATURE AYIN-DALETH
10F28-10F2F,UNASSIGNED,,<RESERVED>..<RESERVED>
10F30-10F50,PVALID,,SOGDIAN LETTER ALEPH..SOGDIAN COMBINING STROKE BELOW
10F51-10F59,DISALLOWED,,SOGDIAN NUMBER ONE..SOGDIAN PUNCTUATION HALF CIRCLE WITH DOT
10F5A-10FFF,UNASSIGNED,,<RESERVED>..<RESERVED>
11000-11046,PVALID,,BRAHMI SIGN CANDRABINDU..BRAHMI VIRAMA
11047-1104D,DISALLOWED,,BRAHMI DANDA..BRAHMI PUNCTUATION LOTUS
1104E-11051,UNASSIGNED,,<RESERVED>..<RESERVED>
11052-11065,DISALLOWED,,BRAHMI NUMBER ONE..BRAHMI NUMBER ONE THOUSAND
11066-1106F,PVALID,,BRAHMI DIGIT ZERO..BRAHMI DIGIT NINE
11070-1107E,UNASSIGNED,,<RESERVED>..<RESERVED>
1107F-110BA,PVALID,,BRAHMI NUMBER JOINER..KAITHI SIGN NUKTA
110BB-110C1,DISALLOWED,,KAITHI ABBREVIATION SIGN..KAITHI DOUBLE DANDA
110C2-110CC,UNASSIGNED,,<RESERVED>..<RESERVED>
110CD,DISALLOWED,,KAITHI NUMBER SIGN ABOVE
110CE-110CF,UNASSIGNED,,<RESERVED>..<RESERVED>
110D0-110E8,PVALID,,SORA SOMPENG LETTER SAH..SORA SOMPENG LETTER MAE
110E9-110EF,UNASSIGNED,,<RESERVED>..<RESERVED>
110F0-110F9,PVALID,,SORA SOMPENG DIGIT ZERO..SORA SOMPENG DIGIT NINE
110FA-110FF,UNASSIGNED,,<RESERVED>..<RESERVED>
11100-11134,PVALID,,CHAKMA SIGN CANDRABINDU..CHAKMA MAAYYAA
11135,UNASSIGNED,,<RESERVED>
11136-1113F,PVALID,,CHAKMA DIGIT ZERO..CHAKMA DIGIT NINE
11140-11143,DISALLOWED,,CHAKMA SECTION MARK..CHAKMA QUESTION MARK
11144-11146,PVALID,,CHAKMA LETTER LHAA..CHAKMA VOWEL SIGN EI
11147-1114F,UNASSIGNED,,<RESERVED>..<RESERVED>
11150-11173,PVALID,,MAHAJANI LETTER A..MAHAJANI SIGN NUKTA
11174-11175,DISALLOWED,,MAHAJANI ABBREVIATION SIGN..MAHAJANI SECTION MARK
11176,PVALID,,MAHAJANI LIGATURE SHRI
11177-1117F,UNASSIGNED,,<RESERVED>..<RESERVED>
11180-111C4,PVALID,,SHARADA SIGN CANDRABINDU..SHARADA OM
111C5-111C8,DISALLOWED,,SHARADA DANDA..SHARADA SEPARATOR
111C9-111CC,PVALID,,SHARADA SANDHI MARK..SHARADA EXTRA SHORT VOWEL MARK
111CD,DISALLOWED,,SHARADA SUTRA MARK
111CE-111CF,UNASSIGNED,,<RESERVED>..<RESERVED>
111D0-111DA,PVALID,,SHARADA DIGIT ZERO..SHARADA EKAM
111DB,DISALLOWED,,SHARADA SIGN SIDDHAM
111DC,PVALID,,SHARADA HEADSTROKE
111DD-111DF,DISALLOWED,,SHARADA CONTINUATION SIGN..SHARADA SECTION MARK-2
111E0,UNASSIGNED,,<RESERVED>
111E1-111F4,DISALLOWED,,SINHALA ARCHAIC DIGIT ONE..SINHALA ARCHAIC NUMBER ONE THOUSAND
111F5-111FF,UNASSIGNED,,<RESERVED>..<RESERVED>
11200-11211,PVALID,,KHOJKI LETTER A..KHOJKI LETTER JJA
11212,UNASSIGNED,,<RESERVED>
11213-11237,PVALID,,KHOJKI LETTER NYA..KHOJKI SIGN SHADDA
11238-1123D,DISALLOWED,,KHOJKI DANDA..KHOJKI ABBREVIATION SIGN
1123E,PVALID,,KHOJKI SIGN SUKUN
1123F-1127F,UNASSIGNED,,<RESERVED>..<RESERVED>
11280-11286,PVALID,,MULTANI LETTER A..MULTANI LETTER GA
11287,UNASSIGNED,,<RESERVED>
11288,PVALID,,MULTANI LETTER GHA
11289,UNASSIGNED,,<RESERVED>
1128A-1128D,PVALID,,MULTANI LETTER CA..MULTANI LETTER JJA
1128E,UNASSIGNED,,<RESERVED>
1128F-1129D,PVALID,,MULTANI LETTER NYA..MULTANI LETTER BA
1129E,UNASSIGNED,,<RESERVED>
1129F-112A8,PVALID,,MULTANI LETTER BHA..MULTANI LETTER RHA
112A9,DISALLOWED,,MULTANI SECTION MARK
112AA-112AF,UNASSIGNED,,<RESERVED>..<RESERVED>
112B0-112EA,PVALID,,KHUDAWADI LETTER A..KHUDAWADI SIGN VIRAMA
112EB-112EF,UNASSIGNED,,<RESERVED>..<RESERVED>
112F0-112F9,PVALID,,KHUDAWADI DIGIT ZERO..KHUDAWADI DIGIT NINE
112FA-112FF,UNASSIGNED,,<RESERVED>..<RESERVED>
11300-11303,PVALID,,GRANTHA SIGN COMBINING ANUSVARA ABOVE..GRANTHA SIGN VISARGA
11304,UNASSIGNED,,<RESERVED>
11305-1130C,PVALID,,GRANTHA LETTER A..GRANTHA LETTER VOCALIC L
1130D-1130E,UNASSIGNED,,<RESERVED>..<RESERVED>
1130F-11310,PVALID,,GRANTHA LETTER EE..GRANTHA LETTER AI
11311-11312,UNASSIGNED,,<RESERVED>..<RESERVED>
11313-11328,PVALID,,GRANTHA LETTER OO..GRANTHA LETTER NA
11329,UNASSIGNED,,<RESERVED>
1132A-11330,PVALID,,GRANTHA LETTER PA..GRANTHA LETTER RA
11331,UNASSIGNED,,<RESERVED>
11332-11333,PVALID,,GRANTHA LETTER LA..GRANTHA LETTER LLA
11334,UNASSIGNED,,<RESERVED>
11335-11339,PVALID,,GRANTHA LETTER VA..GRANTHA LETTER HA
1133A,UNASSIGNED,,<RESERVED>
1133B-11344,PVALID,,COMBINING BINDU BELOW..GRANTHA VOWEL SIGN VOCALIC RR
11345-11346,UNASSIGNED,,<RESERVED>..<RESERVED>
11347-11348,PVALID,,GRANTHA VOWEL SIGN EE..GRANTHA VOWEL SIGN AI
11349-1134A,UNASSIGNED,,<RESERVED>..<RESERVED>
1134B-1134D,PVALID,,GRANTHA VOWEL SIGN OO..GRANTHA SIGN VIRAMA
1134E-1134F,UNASSIGNED,,<RESERVED>..<RESERVED>
11350,PVALID,,GRANTHA OM
11351-11356,UNASSIGNED,,<RESERVED>..<RESERVED>
11357,PVALID,,GRANTHA AU LENGTH MARK
11358-1135C,UNASSIGNED,,<RESERVED>..<RESERVED>
1135D-11363,PVALID,,GRANTHA SIGN PLUTA..GRANTHA VOWEL SIGN VOCALIC LL
11364-11365,UNASSIGNED,,<RESERVED>..<RESERVED>
11366-1136C,PVALID,,COMBINING GRANTHA DIGIT ZERO..COMBINING GRANTHA DIGIT SIX
1136D-1136F,UNASSIGNED,,<RESERVED>..<RESERVED>
11370-11374,PVALID,,COMBINING GRANTHA LETTER A..COMBINING GRANTHA LETTER PA
11375-113FF,UNASSIGNED,,<RESERVED>..<RESERVED>
11400-1144A,PVALID,,NEWA LETTER A..NEWA SIDDHI
1144B-1144F,DISALLOWED,,NEWA DANDA..NEWA ABBREVIATION SIGN
11450-11459,PVALID,,NEWA DIGIT ZERO..NEWA DIGIT NINE
1145A,UNASSIGNED,,<RESERVED>
1145B,DISALLOWED,,NEWA PLACEHOLDER MARK
1145C,UNASSIGNED,,<RESERVED>
1145D,DISALLOWED,,NEWA INSERTION SIGN
1145E,PVALID,,NEWA SANDHI MARK
1145F-1147F,UNASSIGNED,,<RESERVED>..<RESERVED>
11480-114C5,PVALID,,TIRHUTA ANJI..TIRHUTA GVANG
114C6,DISALLOWED,,TIRHUTA ABBREVIATION SIGN
114C7,PVALID,,TIRHUTA OM
114C8-114CF,UNASSIGNED,,<RESERVED>..<RESERVED>
114D0-114D9,PVALID,,TIRHUTA DIGIT ZERO..TIRHUTA DIGIT NINE
114DA-1157F,UNASSIGNED,,<RESERVED>..<RESERVED>
11580-115B5,PVALID,,SIDDHAM LETTER A..SIDDHAM VOWEL SIGN VOCALIC RR
115B6-115B7,UNASSIGNED,,<RESERVED>..<RESERVED>
115B8-115C0,PVALID,,SIDDHAM VOWEL SIGN E..SIDDHAM SIGN NUKTA
115C1-115D7,DISALLOWED,,SIDDHAM SIGN SIDDHAM..SIDDHAM SECTION MARK WITH CIRCLES AND FOUR ENCLOSURES
115D8-115DD,PVALID,,SIDDHAM LETTER THREE-CIRCLE ALTERNATE I..SIDDHAM VOWEL SIGN ALTERNATE UU
115DE-115FF,UNASSIGNED,,<RESERVED>..<RESERVED>
11600-11640,PVALID,,MODI LETTER A..MODI SIGN ARDHACANDRA
11641-11643,DISALLOWED,,MODI DANDA..MODI ABBREVIATION SIGN
11644,PVALID,,MODI SIGN HUVA
11645-1164F,UNASSIGNED,,<RESERVED>..<RESERVED>
11650-11659,PVALID,,MODI DIGIT ZERO..MODI DIGIT NINE
1165A-1165F,UNASSIGNED,,<RESERVED>..<RESERVED>
11660-1166C,DISALLOWED,,MONGOLIAN BIRGA WITH ORNAMENT..MONGOLIAN TURNED SWIRL BIRGA WITH DOUBLE ORNAMENT
1166D-1167F,UNASSIGNED,,<RESERVED>..<RESERVED>
11680-116B7,PVALID,,TAKRI LETTER A..TAKRI SIGN NUKTA
116B8-116BF,UNASSIGNED,,<RESERVED>..<RESERVED>
116C0-116C9,PVALID,,TAKRI DIGIT ZERO..TAKRI DIGIT NINE
116CA-116FF,UNASSIGNED,,<RESERVED>..<RESERVED>
11700-1171A,PVALID,,AHOM LETTER KA..AHOM LETTER ALTERNATE BA
1171B-1171C,UNASSIGNED,,<RESERVED>..<RESERVED>
1171D-1172B,PVALID,,AHOM CONSONANT SIGN MEDIAL LA..AHOM SIGN KILLER
1172C-1172F,UNASSIGNED,,<RESERVED>..<RESERVED>
11730-11739,PVALID,,AHOM DIGIT ZERO..AHOM DIGIT NINE
1173A-1173F,DISALLOWED,,AHOM NUMBER TEN..AHOM SYMBOL VI
11740-117FF,UNASSIGNED,,<RESERVED>..<RESERVED>
11800-1183A,PVALID,,DOGRA LETTER A..DOGRA SIGN NUKTA
1183B,DISALLOWED,,DOGRA ABBREVIATION SIGN
1183C-1189F,UNASSIGNED,,<RESERVED>..<RESERVED>
118A0-118BF,DISALLOWED,,WARANG CITI CAPITAL LETTER NGAA..WARANG CITI CAPITAL LETTER VIYO
118C0-118E9,PVALID,,WARANG CITI SMALL LETTER NGAA..WARANG CITI DIGIT NINE
118EA-118F2,DISALLOWED,,WARANG CITI NUMBER TEN..WARANG CITI NUMBER NINETY
118F3-118FE,UNASSIGNED,,<RESERVED>..<RESERVED>
118FF,PVALID,,WARANG CITI OM
11900-119FF,UNASSIGNED,,<RESERVED>..<RESERVED>
11A00-11A3E,PVALID,,ZANABAZAR SQUARE LETTER A..ZANABAZAR SQUARE CLUSTER-FINAL LETTER VA
11A3F-11A46,DISALLOWED,,ZANABAZAR SQUARE INITIAL HEAD MARK..ZANABAZAR SQUARE CLOSING DOUBLE-LINED HEAD MARK
11A47,PVALID,,ZANABAZAR SQUARE SUBJOINER
11A48-11A4F,UNASSIGNED,,<RESERVED>..<RESERVED>
11A50-11A83,PVALID,,SOYOMBO LETTER A..SOYOMBO LETTER KSSA
